Level,vendorCode,vendorName,deviceCode,deviceName,subvendorCode,subvendorName
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","68fa","Cedar [Radeon HD 7350/8350 / R5 220]","174b e153","Radeon HD 7350"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","68fa","Cedar [Radeon HD 7350/8350 / R5 220]","174b e180","Radeon HD 7350"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","68fa","Cedar [Radeon HD 7350/8350 / R5 220]","17af 3015","Radeon HD 7350"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","68fe","Cedar LE","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1025 1056","Radeon R7 M360 / R8 M365DX"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1028 0640","Radeon R7 M260/M265"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1028 0643","Radeon R7 M260/M265"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1028 067f","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1028 0767","Radeon R7 M445"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1028 0810","Radeon 530"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1028 130a","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 2263","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 2269","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 22c6","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 22c8","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 2b45","Radeon R7 A360"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 808c","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 8099","Radeon R7 M360"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 80b5","Radeon R7 M360"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 80b9","Radeon R7 M360"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 811c","Radeon R7 M340"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","103c 8226","Radeon R7 M440"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","10cf 1906","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1170 9979","Radeon R7 M360"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1179 f903","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1179 f922","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1179 f923","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","1179 f934","Radeon R7 M260"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","17aa 3822","Radeon R7 M360"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","17aa 3824","Radeon R7 M360"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6900","Topaz XT [Radeon R7 M260/M265 / M340/M360 / M440/M445 / 530/535 / 620/625 Mobile]","17aa 5021","Radeon R7 M260"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6901","Topaz PRO [Radeon R5 M255]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6901","Topaz PRO [Radeon R5 M255]","103c 1318","Radeon R6 M255DX"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6907","Meso XT [Radeon R5 M315]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6920","Amethyst [Radeon R9 M395/ M395X Mac Edition]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6921","Amethyst XT [Radeon R9 M295X / M390X]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6929","Tonga XT GL [FirePro S7150]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","692b","Tonga PRO GL [FirePro W7100]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","692b","Tonga PRO GL [FirePro W7100]","13cc 3d2b","MXRT-7600"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","692f","Tonga XTV GL [FirePro S7150V]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","1043 04f5","Radeon R9 380X"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","1043 04f7","Radeon R9 380X"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","106b 013a","Radeon R9 M295X Mac Edition"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","1458 22c8","Radeon R9 380X"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","148c 2350","Radeon R9 380X"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","1682 9385","Radeon R9 380X"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","174b e308","Radeon R9 380X Nitro 4G D5"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6938","Tonga XT / Amethyst XT [Radeon R9 380X / R9 M295X]","17af 2006","Radeon R9 380X"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6939","Tonga PRO [Radeon R9 285/380]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6939","Tonga PRO [Radeon R9 285/380]","1462 2015","Radeon R9 380 Gaming 4G"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6939","Tonga PRO [Radeon R9 285/380]","148c 9380","Radeon R9 380"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6939","Tonga PRO [Radeon R9 285/380]","174b e308","Radeon R9 380 Nitro 4G D5"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6939","Tonga PRO [Radeon R9 285/380]","174b e315","Radeon R9 285"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","693b","Tonga PRO GL [FirePro W7100 / Barco MXRT-7600]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","694c","Polaris 22 XT [Radeon RX Vega M GH]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","694e","Polaris 22 XL [Radeon RX Vega M GL]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","694f","Polaris 22 MGL XL [Radeon Pro WX Vega M GL]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6980","Polaris12","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6981","Lexa XT [Radeon PRO WX 3200]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6985","Lexa XT [Radeon PRO WX 3100]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6986","Polaris12","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6987","Lexa [Radeon 540X/550X/630 / RX 640 / E9171 MCM]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","698f","Lexa XT [Radeon PRO WX 3100 / Barco MXRT 4700]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6995","Lexa XT [Radeon PRO WX 2100]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","699f","Lexa PRO [Radeon 540/540X/550/550X / RX 540X/550/550X]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","699f","Lexa PRO [Radeon 540/540X/550/550X / RX 540X/550/550X]","1028 1720","Radeon RX 550X"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","699f","Lexa PRO [Radeon 540/540X/550/550X / RX 540X/550/550X]","148c 2380","Lexa XL [Radeon RX 550]"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","699f","Lexa PRO [Radeon 540/540X/550/550X / RX 540X/550/550X]","1da2 e367","Lexa PRO [Radeon RX 550]"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","69a0","Vega 12","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","69a1","Vega 12","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","69a2","Vega 12","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","69a3","Vega 12","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","69af","Vega 12 [Radeon Pro Vega 20]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","6fdf","Polaris 20 XL [Radeon RX 580 2048SP]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","700f","RS100 AGP Bridge","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7010","RS200/RS250 AGP Bridge","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7100","R520 [Radeon X1800 XT]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7101","R520/M58 [Mobility Radeon X1800 XT]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7102","R520/M58 [Mobility Radeon X1800]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7104","R520 GL [FireGL V7200 / Barco MXTR-5100]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7104","R520 GL [FireGL V7200 / Barco MXTR-5100]","13cc 3d0a","MXRT-5100"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7109","R520 [Radeon X1800 XL]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7109","R520 [Radeon X1800 XL]","1002 0322","All-in-Wonder X1800XL"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7109","R520 [Radeon X1800 XL]","1002 0d02","Radeon X1800 CrossFire Edition"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","710a","R520 [Radeon X1800 GTO]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","710a","R520 [Radeon X1800 GTO]","1002 0b12","Radeon X1800 GTO²"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","710b","R520 [Radeon X1800 GTO]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","710e","R520 GL [FireGL V7300]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","710e","R520 GL [FireGL V7300]","13cc 3d0c","MXRT-5150"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","710f","R520 GL [FireGL V7350]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","710f","R520 GL [FireGL V7350]","13cc 3d0e","MXRT-7100"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7120","R520 [Radeon X1800] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7124","R520 GL [FireGL V7200] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7124","R520 GL [FireGL V7200] (Secondary)","13cc 3d0b","MXRT-5100 (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7129","R520 [Radeon X1800] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7129","R520 [Radeon X1800] (Secondary)","1002 0323","All-In-Wonder X1800 XL (Secondary)"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7129","R520 [Radeon X1800] (Secondary)","1002 0d03","Radeon X1800 CrossFire Edition (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","712e","R520 GL [FireGL V7300] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","712e","R520 GL [FireGL V7300] (Secondary)","13cc 3d0d","MXRT-5150 (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","712f","R520 GL [FireGL V7350] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","712f","R520 GL [FireGL V7350] (Secondary)","13cc 3d0f","MXRT-7100 (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7140","RV515 [Radeon X1300/X1550/X1600 Series]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7142","RV515 PRO [Radeon X1300/X1550 Series]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7142","RV515 PRO [Radeon X1300/X1550 Series]","1002 0322","All-in-Wonder 2006 PCI-E Edition"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7142","RV515 PRO [Radeon X1300/X1550 Series]","1043 0142","EAX1300PRO/TD/256M"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7143","RV505 [Radeon X1300/X1550 Series]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7145","RV515/M54 [Mobility Radeon X1400]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7145","RV515/M54 [Mobility Radeon X1400]","17aa 2006","Thinkpad T60 model 2007"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7146","RV515 [Radeon X1300/X1550]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7146","RV515 [Radeon X1300/X1550]","1002 0322","All-in-Wonder 2006 PCI-E Edition"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7146","RV515 [Radeon X1300/X1550]","1545 1996","Radeon X1300 512MB PCI-e"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7147","RV505 [Radeon X1550 64-bit]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7149","RV515/M52 [Mobility Radeon X1300]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","714a","RV515/M52 [Mobility Radeon X1300]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7152","RV515 GL [FireGL V3300]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7153","RV515 GL [FireGL V3350]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","715f","RV505 CE [Radeon X1550 64-bit]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7162","RV515 PRO [Radeon X1300/X1550 Series] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7162","RV515 PRO [Radeon X1300/X1550 Series] (Secondary)","1002 0323","All-in-Wonder 2006 PCI-E Edition (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7163","RV505 [Radeon X1550 Series] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7166","RV515 [Radeon X1300/X1550 Series] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7166","RV515 [Radeon X1300/X1550 Series] (Secondary)","1002 0323","All-in-Wonder 2006 PCI-E Edition (Secondary)"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7166","RV515 [Radeon X1300/X1550 Series] (Secondary)","1545 1997","Radeon X1300 512MB PCI-e (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7167","RV515 [Radeon X1550 64-bit] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7172","RV515 GL [FireGL V3300] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7173","RV515 GL [FireGL V3350] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7181","RV516 [Radeon X1600/X1650 Series]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7183","RV516 [Radeon X1300/X1550 Series]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7186","RV516/M64 [Mobility Radeon X1450]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7187","RV516 [Radeon X1300/X1550 Series]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7188","RV516/M64-S [Mobility Radeon X2300]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7188","RV516/M64-S [Mobility Radeon X2300]","103c 30c1","6910p"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","718a","RV516/M64 [Mobility Radeon X2300]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","718b","RV516/M62 [Mobility Radeon X1350]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","718b","RV516/M62 [Mobility Radeon X1350]","1071 8209","Medion MIM 2240 Notebook PC [MD98100]"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","718c","RV516/M62-CSP64 [Mobility Radeon X1350]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","718d","RV516/M64-CSP128 [Mobility Radeon X1450]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7193","RV516 [Radeon X1550 Series]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","7196","RV516/M62-S [Mobility Radeon X1350]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","719b","RV516 GL [FireMV 2250]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","719b","RV516 GL [FireMV 2250]","13cc 3d12","MXRT-1150"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","719b","RV516 GL [FireMV 2250]","13cc 3d14","MXRT-2150"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","719f","RV516 [Radeon X1550 Series]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71a0","RV516 [Radeon X1300/X1550 Series] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71a1","RV516 [Radeon X1600/X1650 Series] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71a3","RV516 [Radeon X1300/X1550 Series] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71a7","RV516 [Radeon X1300/X1550 Series] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71bb","RV516 GL [FireMV 2250] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71bb","RV516 GL [FireMV 2250] (Secondary)","13cc 3d13","MXRT-1150 (Secondary)"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71bb","RV516 GL [FireMV 2250] (Secondary)","13cc 3d15","MXRT-2150 (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c0","RV530 [Radeon X1600 XT/X1650 GTO]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c0","RV530 [Radeon X1600 XT/X1650 GTO]","1002 e160","Radeon X1650 GTO"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c0","RV530 [Radeon X1600 XT/X1650 GTO]","174b e160","Radeon X1650 GTO"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c1","RV535 [Radeon X1650 PRO]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c1","RV535 [Radeon X1650 PRO]","174b 0880","Radeon X1700 FSC"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c2","RV530 [Radeon X1600 PRO]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c3","RV530 [Radeon X1600 PRO]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c4","RV530/M56 GL [Mobility FireGL V5200]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c4","RV530/M56 GL [Mobility FireGL V5200]","17aa 2007","ThinkPad T60p"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c5","RV530/M56-P [Mobility Radeon X1600]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c5","RV530/M56-P [Mobility Radeon X1600]","103c 309f","Compaq nx9420 Notebook"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c5","RV530/M56-P [Mobility Radeon X1600]","103c 30a3","Compaq NW8440"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c5","RV530/M56-P [Mobility Radeon X1600]","1043 10b2","A6J-Q008"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c5","RV530/M56-P [Mobility Radeon X1600]","106b 0080","MacBook Pro"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c6","RV530LE [Radeon X1600/X1650 PRO]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c7","RV535 [Radeon X1650 PRO]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71c7","RV535 [Radeon X1650 PRO]","1787 3000","PowerColor X1650 PRO AGP"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71ce","RV530 [Radeon X1300 XT/X1600 PRO]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71d2","RV530 GL [FireGL V3400]","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71d2","RV530 GL [FireGL V3400]","13cc 3d08","MXRT-2100"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71d4","RV530/M66 GL [Mobility FireGL V5250]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71d5","RV530/M66-P [Mobility Radeon X1700]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71d6","RV530/M66-XT [Mobility Radeon X1700]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71de","RV530/M66 [Mobility Radeon X1700/X2500]","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e0","RV530 [Radeon X1600] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e0","RV530 [Radeon X1600] (Secondary)","174b e161","Radeon X1600 GTO (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e1","RV535 [Radeon X1650 PRO] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e1","RV535 [Radeon X1650 PRO] (Secondary)","174b 0881","Radeon X1700 FSC (Secondary)"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e2","RV530 [Radeon X1600] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e6","RV530 [Radeon X1650] (Secondary)","N/A","N/A"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e7","RV535 [Radeon X1650 PRO] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71e7","RV535 [Radeon X1650 PRO] (Secondary)","1787 3001","Radeon X1650 PRO AGP"
"2","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71f2","RV530 GL [FireGL V3400] (Secondary)","N/A","N/A"
"3","1002","Advanced Micro Devices, Inc. [AMD/ATI]","71f2","RV530 GL [FireGL V3400] (Secondary)","13cc 3d09","MXRT-2100 (Secondary)"
